Cxt gtf location,contig,interval ,Gene symbol
gene454,tig00000096_CDS_144080_144404,,N
gene456,tig00000096_CDS_262412_263098,,PHF19
gene451,tig00000096_CDS_35301_35516,,VRK1
gene452,tig00000096_CDS_43366_43716,,SPARC
gene450,tig00000096_CDS_8083_8357,,PRP39
gene460,tig00000099_CDS_1734_1820,,TRET1
gene461,tig00000099_CDS_21927_22085,,RNF7
gene473,tig00000100_CDS_349106_350045,,SEC63
gene483,tig00000105_CDS_183709_184145,,EDA
gene475,tig00000105_CDS_19555_20207,,XYLT2
gene484,tig00000105_CDS_242295_242408,,KDM4B
gene486,tig00000105_CDS_314449_314619,,CUEDC1
gene476,tig00000105_CDS_35643_36223,,ELP5
gene489,tig00000106_CDS_151073_151857,,RAD50
gene490,tig00000106_CDS_253648_253953,,TIX
gene488,tig00000106_CDS_76822_78527,,ZFYVE28
gene492,tig00000108_CDS_250542_251460,,PBRM1
gene493,tig00000108_CDS_310219_310727,,DDO-1
gene494,tig00000108_CDS_332362_332567,,DDO-2
gene498,tig00000114_CDS_104093_104381,,CTNS
gene497,tig00000114_CDS_49870_50013,,MRPL55
gene501,tig00000121_CDS_232913_234377,,G2E3
gene506,tig00000121_CDS_290698_290839,,RIOK2
gene508,tig00000121_CDS_296469_296626,,HDAC3
gene509,tig00000121_CDS_350889_351032,,YWHAE
gene512,tig00000122_CDS_108212_108608,,HNRNPH1
gene515,tig00000122_CDS_265485_265733,,CLCN2
gene516,tig00000122_CDS_300115_300384,,PLIN2
gene518,tig00000122_CDS_331502_331652,,Ndufc2
gene521,tig00000125_CDS_110129_110460,,ITPR1
gene522,tig00000125_CDS_222063_223145,,DNAJB5
gene519,tig00000125_CDS_22500_22603,,RHOBTB2
gene520,tig00000125_CDS_74577_75323,,ITPR1
gene532,tig00000126_CDS_135164_135754,,CTL9
gene534,tig00000126_CDS_159713_162115,,RFX7
gene536,tig00000126_CDS_208880_209734,,ESD
gene526,tig00000126_CDS_22096_22341,,GPROR41
gene529,tig00000126_CDS_68765_70951,,PYGO2
gene530,tig00000126_CDS_77168_77605,,TTLL6
gene538,tig00000128_CDS_133425_134627,,GPROR58
gene543,tig00000128_CDS_252968_253576,,ZC2HC1C
gene545,tig00000128_CDS_303900_304764,,TBC1D22B
gene546,tig00000128_CDS_310520_310748,,SNW1
gene551,tig00000130_CDS_228224_228511,,SRP1-1
gene552,tig00000130_CDS_240862_241935,,SRP1-2
gene561,tig00000131_CDS_102795_103336,,WDR4
gene564,tig00000131_CDS_135077_135625,,GLB1L-1
gene565,tig00000131_CDS_158809_159384,,GLB1L-2
gene566,tig00000131_CDS_192157_192603,,GLB1L-3
gene567,tig00000131_CDS_240832_241413,,FERMT2
gene556,tig00000131_CDS_32636_32765,,GLTP
gene573,tig00000131_CDS_340472_342703,,POLH
gene559,tig00000131_CDS_91625_91935,,OPA3
gene582,tig00000140_CDS_110914_111183,,PKNOX2
gene577,tig00000140_CDS_29177_29369,,CHAF1B
gene579,tig00000140_CDS_57799_58512,,PRDX4
gene581,tig00000140_CDS_82105_82489,,VWA9
gene585,tig00000141_CDS_114093_114301,,SLC4A4
gene586,tig00000141_CDS_153499_155676,,GFM1
gene587,tig00000141_CDS_162623_163720,,VPS52
gene588,tig00000141_CDS_178566_178710,,CL
gene589,tig00000141_CDS_192998_194302,,RANGAP1
gene594,tig00000141_CDS_266387_268353,,TDRD6
gene597,tig00000142_CDS_264848_265145,,PLCG2
gene598,tig00000142_CDS_315815_316631,,DHX15
gene599,tig00000142_CDS_324926_325243,,GRPEL1
gene608,tig00000143_CDS_111251_111988,,CDK10
gene609,tig00000143_CDS_115160_116485,,URI1
gene610,tig00000143_CDS_128034_128246,,LPIN3
gene611,tig00000143_CDS_146251_146706,,RRAGD
gene615,tig00000143_CDS_191415_191724,,LAMC3
gene616,tig00000143_CDS_241165_242145,,NOS1AP
gene617,tig00000143_CDS_279827_279971,,NDUFAF4
gene618,tig00000143_CDS_284147_284426,,WDR61
gene620,tig00000143_CDS_299130_299312,,HOXA1
gene602,tig00000143_CDS_35110_36024,,C9ORF64
gene603,tig00000143_CDS_47140_47293,,ATP6V1C2
gene604,tig00000143_CDS_54689_54833,,NAGA
gene605,tig00000143_CDS_59095_60492,,HMGCS1
gene606,tig00000143_CDS_99719_99955,,OLFML2B
gene626,tig00000148_CDS_104095_104664,,FAM206A
gene627,tig00000148_CDS_104672_104848,,CMC2
gene621,tig00000148_CDS_1507_2265,,CHT5
gene630,tig00000148_CDS_191343_191630,,RPUSD1-1
gene631,tig00000148_CDS_209190_209511,,RPUSD1-2
gene634,tig00000148_CDS_266686_267309,,NPR-9
gene624,tig00000148_CDS_42724_43134,,SRL
gene637,tig00000153_CDS_123991_124249,,GPROR31-1
gene636,tig00000153_CDS_78587_78845,,GPROR31-2
gene645,tig00000154_CDS_192626_192844,,CD9
gene641,tig00000154_CDS_26685_26823,,CIB
gene649,tig00000155_CDS_125322_125537,,TBC1D24
gene650,tig00000155_CDS_205020_207094,,MTTP
gene652,tig00000155_CDS_242880_243005,,SDR16C5
gene647,tig00000155_CDS_63327_63649,,PITHD1
gene648,tig00000155_CDS_79640_79860,,TBC1D24
gene657,tig00000162_CDS_142123_142482,,ADCK3
gene658,tig00000162_CDS_142552_142920,,OBP28A-1
gene659,tig00000162_CDS_150359_150727,,OBP28A-2
gene660,tig00000162_CDS_155681_156064,,OBP28A-3
gene667,tig00000162_CDS_252345_252787,,FOXJ1
gene654,tig00000162_CDS_27474_27958,,CES5A
gene669,tig00000164_CDS_12994_13099,,PPIG
gene675,tig00000164_CDS_153429_153941,,ALG13
gene677,tig00000164_CDS_189744_191378,,ASPM
gene678,tig00000164_CDS_212123_212557,,BMP1
gene681,tig00000165_CDS_202023_202579,,DNAJA3
gene682,tig00000165_CDS_224529_225377,,XPA
gene679,tig00000165_CDS_26737_28373,,SLS
gene684,tig00000165_CDS_299632_300369,,SORBS1
gene686,tig00000168_CDS_316029_316482,,GATAD
gene688,tig00000174_CDS_29017_29347,,PLEKHG4
gene692,tig00000175_CDS_118174_118551,,MED13L
gene693,tig00000175_CDS_193314_193652,,MED13L
gene691,tig00000175_CDS_97194_97573,,ANP32A
gene698,tig00000176_CDS_202891_203798,,SALL1
gene699,tig00000176_CDS_230275_230547,,NMNAT1
gene707,tig00000181_CDS_212624_212964,,TTLL1
gene709,tig00000181_CDS_243705_243858,,UQCRQ
gene710,tig00000181_CDS_248280_248573,,MRPL23
gene711,tig00000181_CDS_284986_285587,,HSPA4L
gene717,tig00000185_CDS_113635_113854,,STT3A
gene718,tig00000185_CDS_131460_132725,,VPS18
gene720,tig00000185_CDS_201278_202579,,GAS8
gene715,tig00000185_CDS_53663_55498,,EFA-6
gene733,tig00000187_CDS_195112_195862,,NISCH
gene740,tig00000190_CDS_134089_134439,,MAF1
gene741,tig00000190_CDS_163769_164003,,CYLD
gene743,tig00000190_CDS_195692_195799,,AMACR
gene744,tig00000190_CDS_198181_199365,,JMJD4
gene745,tig00000190_CDS_216222_217982,,EIF4G3
gene736,tig00000190_CDS_33075_34505,,FOXRED1
gene738,tig00000190_CDS_62638_62949,,RBCK1-1
gene739,tig00000190_CDS_78869_79048,,RBCK1-2
gene753,tig00000192_CDS_120998_124544,,ANKRD17
gene749,tig00000192_CDS_17055_18680,,WDN
gene755,tig00000192_CDS_219686_220600,,FARSB
gene751,tig00000192_CDS_83233_83331,,ZFAND6
gene769,tig00000193_CDS_24781_25857,,AGBL5
gene775,tig00000193_CDS_315469_317093,,KIAA0100
gene770,tig00000193_CDS_69409_70293,,BCKDHB
gene782,tig00000204_CDS_165336_165714,,ABCA3-1
gene783,tig00000204_CDS_240691_242546,,ABCA3-2
gene785,tig00000205_CDS_107910_110099,,ASH1L-1
gene784,tig00000205_CDS_93760_94884,,ASH1L-2
gene797,tig00000212_CDS_131690_131910,,INTS3
gene799,tig00000212_CDS_256818_257014,,RSF1
gene796,tig00000212_CDS_55615_56377,,PFAS
gene806,tig00000213_CDS_107999_108841,,EXOSC7
gene808,tig00000213_CDS_156195_156655,,MVB12B
gene810,tig00000213_CDS_213970_214920,,PRRC2C
gene802,tig00000213_CDS_55507_55647,,CABLES1-1
gene803,tig00000213_CDS_61997_63394,,CABLES1-2
gene804,tig00000213_CDS_86229_86413,,SDHAF2
gene805,tig00000213_CDS_86785_87513,,MLH1
gene812,tig00000215_CDS_155175_156554,,PAK1IP1
gene813,tig00000215_CDS_234253_234834,,GSTT1
gene815,tig00000215_CDS_257174_257608,,PDIA2
gene816,tig00000215_CDS_261572_261991,,P4HB
gene819,tig00000215_CDS_309646_309832,,LIN37
gene811,tig00000215_CDS_87519_89249,,GRXCR1
gene825,tig00000222_CDS_152992_154041,,CCDC85C
gene831,tig00000229_CDS_68741_68980,,BLCAP
gene844,tig00000236_CDS_116902_118533,,CES5A-1
gene845,tig00000236_CDS_124471_125948,,CES5A-2
gene846,tig00000236_CDS_128903_129141,,SGPL1
gene840,tig00000236_CDS_20676_22295,,POLI
gene842,tig00000236_CDS_72102_72293,,PFDN5
gene851,tig00000239_CDS_149555_150940,,UGT2A1-1
gene852,tig00000239_CDS_159263_159756,,UGT2A1-2
gene853,tig00000239_CDS_211033_211401,,PKN2
gene850,tig00000239_CDS_2402_2632,,COG6
gene860,tig00000240_CDS_148947_150425,,EFTUD2
gene861,tig00000240_CDS_158309_159990,,VAC14
gene862,tig00000240_CDS_165496_166215,,NDUFS2
gene863,tig00000240_CDS_176974_177300,,C15orf61
gene864,tig00000240_CDS_191666_192015,,AHCYL1
gene865,tig00000240_CDS_206415_207418,,IWS1
gene867,tig00000240_CDS_258467_259174,,ROCK2
gene868,tig00000240_CDS_275923_277300,,G3BP2
gene855,tig00000240_CDS_48481_49641,,DAP3
gene872,tig00000241_CDS_101711_102405,,BTD
gene875,tig00000241_CDS_208824_208988,,NCS-2
gene881,tig00000242_CDS_141875_142105,,FAM57A
gene882,tig00000242_CDS_201126_201338,,EIF5
gene878,tig00000242_CDS_69964_70418,,COQ5
gene879,tig00000242_CDS_74349_74524,,GUCD1
gene880,tig00000242_CDS_82392_82637,,SBNO1
gene898,tig00000258_CDS_193725_195287,,RAP1GAP
gene899,tig00000258_CDS_201948_202201,,METTL18
gene901,tig00000258_CDS_226269_226384,,EFHD1
gene906,tig00000260_CDS_121745_122089,,ATP6V1B2
gene907,tig00000262_CDS_177885_178057,,HTATSF1
gene908,tig00000264_CDS_4256_4865,,MCT1
gene911,tig00000264_CDS_51539_52080,,C6orf136
gene913,tig00000267_CDS_48936_49692,,SAMD4B
gene918,tig00000268_CDS_33883_34281,,NXT2
gene920,tig00000268_CDS_53683_55680,,THOC2
gene928,tig00000270_CDS_117419_118330,,LMNB1
gene933,tig00000270_CDS_153982_154149,,SMC2
gene924,tig00000270_CDS_16893_18136,,NDNF
gene934,tig00000270_CDS_174730_175569,,NAPI-T
gene925,tig00000270_CDS_29841_30203,,GPRNNA13
gene926,tig00000270_CDS_92084_92268,,SMPD1
gene927,tig00000270_CDS_96530_97615,,Mal-A4
gene938,tig00000281_CDS_183682_184122,,BCAN
gene942,tig00000282_CDS_277260_277560,,DHRS11
gene943,tig00000282_CDS_308096_308212,,SAR1A
gene949,tig00000283_CDS_122340_123500,,DHODH
gene951,tig00000283_CDS_157308_162616,,SBF1
gene944,tig00000283_CDS_21605_21830,,ZFYVE1
gene945,tig00000283_CDS_76679_77539,,BRWD3
gene947,tig00000283_CDS_91247_92225,,F46H5.3
gene955,tig00000284_CDS_154781_155228,,PAN3-1
gene957,tig00000284_CDS_213397_213516,,PAN3-2
gene953,tig00000284_CDS_77163_77726,,GPRNNA21
gene964,tig00000285_CDS_102678_102878,,DDAH1
gene963,tig00000285_CDS_65757_66093,,FUS
gene969,tig00000287_CDS_203061_203734,,EXD2
gene970,tig00000287_CDS_209349_210122,,GPKOW
gene965,tig00000287_CDS_46804_47361,,ZNF622
gene966,tig00000287_CDS_55594_56505,,AVEN
gene968,tig00000287_CDS_84650_85336,,DYRK1A
gene980,tig00000289_CDS_197004_197567,,GPROR10
gene981,tig00000289_CDS_201211_201444,,OR30A
gene987,tig00000292_CDS_142775_144607,,RAD21
gene988,tig00000292_CDS_171367_171715,,RAB11A
gene989,tig00000292_CDS_208276_208905,,EEF1D
gene991,tig00000296_CDS_155175_156191,,ROBO3
gene994,tig00000296_CDS_195906_196245,,ROBO1
gene1000,tig00000302_CDS_106033_106752,,MTMR12
gene1002,tig00000302_CDS_300101_300472,,GPRMGL5
gene1006,tig00000303_CDS_184534_185013,,AP1G1
gene1016,tig00000305_CDS_216154_216564,,TIMP3
gene1019,tig00000305_CDS_264425_264518,,C9orf116
gene1020,tig00000305_CDS_281061_281569,,TBC1D30
gene1021,tig00000305_CDS_297132_297341,,GLDC
gene1009,tig00000305_CDS_45511_45676,,CUEDC2
gene1010,tig00000305_CDS_56103_56255,,TK2
gene1008,tig00000305_CDS_7106_8690,,UNC-32
gene1011,tig00000305_CDS_80394_80492,,SNRPC
gene1023,tig00000308_CDS_193957_194226,,HMR-1
gene1025,tig00000311_CDS_125105_126032,,DAN
gene1024,tig00000311_CDS_97872_98756,,POMT2
gene1027,tig00000312_CDS_17739_18822,,CYP6A9-1
gene1028,tig00000312_CDS_25708_26773,,CYP6A9-2
gene1037,tig00000312_CDS_275772_277303,,C2-1
gene1029,tig00000312_CDS_27744_28848,,CYP6A9-3
gene1038,tig00000312_CDS_289584_291289,,C2-2
gene1030,tig00000312_CDS_29539_30634,,CYP6A9-4
gene1031,tig00000312_CDS_35089_35943,,CYP6A9-5
gene1032,tig00000312_CDS_61525_62602,,CYP6A9-6
gene1034,tig00000312_CDS_71466_72143,,GPROR36
gene1026,tig00000312_CDS_7444_8533,,CYP6A9-7
gene1035,tig00000312_CDS_84414_85670,,GPROR60
gene1043,tig00000313_CDS_111464_111620,,SMOC1
gene1041,tig00000313_CDS_19151_19508,,SRD5A3
gene1045,tig00000313_CDS_207033_207307,,TM2D1
gene1042,tig00000313_CDS_27045_27504,,QSOX2
gene1050,tig00000313_CDS_282792_283141,,OSBPL1A
gene1040,tig00000313_CDS_9607_9840,,SRP9
gene1052,tig00000316_CDS_106096_106271,,TMPRSS11D
gene1056,tig00000317_CDS_141281_141667,,CERV
gene1059,tig00000317_CDS_190075_190423,,IMMP2L
gene1060,tig00000317_CDS_197039_197761,,YRDC
gene1061,tig00000317_CDS_197851_198036,,POLR3K
gene1063,tig00000317_CDS_222252_222473,,SSD1
gene1064,tig00000317_CDS_247446_247774,,CDK6
gene1066,tig00000330_CDS_73648_74481,,H
gene1072,tig00000333_CDS_36257_36451,,ABCC6-1
gene1073,tig00000333_CDS_36944_37138,,ABCC6-2
gene1079,tig00000334_CDS_107375_107713,,TRAPPC1
gene1080,tig00000334_CDS_111407_112090,,MRPL9
gene1082,tig00000334_CDS_161906_162190,,SYT16
gene1085,tig00000335_CDS_171973_172141,,RNF19B
gene1088,tig00000335_CDS_239415_239744,,MED7
gene1090,tig00000336_CDS_176064_176861,,TIMELESS
gene1097,tig00000340_CDS_120928_121215,,WIBG
gene1098,tig00000340_CDS_133255_133497,,TMEM258
gene1099,tig00000340_CDS_150454_150797,,TSG101
gene1100,tig00000340_CDS_174339_174623,,MGE
gene1101,tig00000340_CDS_200005_200929,,MDC1
gene1102,tig00000340_CDS_215446_216684,,EST-6
gene1093,tig00000340_CDS_56967_57600,,DEF8
gene1094,tig00000340_CDS_61544_62029,,NAIP
gene1095,tig00000340_CDS_74666_74991,,KEY
gene1096,tig00000340_CDS_92498_94042,,EIF2B4
gene1105,tig00000341_CDS_104232_104924,,RBCK1-1
gene1106,tig00000341_CDS_106984_107382,,RBCK1-2
gene1107,tig00000341_CDS_117490_117936,,RBCK1-3
gene1108,tig00000341_CDS_132550_133053,,RBCK1-4
gene1109,tig00000341_CDS_139087_139575,,RBCK1-5
gene1110,tig00000341_CDS_146164_146475,,RBCK1-6
gene1111,tig00000341_CDS_157205_157633,,RBCK1-7
gene1113,tig00000341_CDS_185312_185563,,ANKRD13C
gene1116,tig00000344_CDS_114891_115676,,PPM1B
gene1117,tig00000344_CDS_135212_136126,,POLR3B
gene1115,tig00000344_CDS_53170_53328,,RSPRY1
gene1128,tig00000347_CDS_138865_139540,,SMO
gene1130,tig00000347_CDS_174003_174215,,GLYATL3
gene1132,tig00000347_CDS_182117_182365,,EPT1
gene1123,tig00000347_CDS_70060_70560,,GLYR1
gene1124,tig00000347_CDS_89683_90184,,PLAA
gene1134,tig00000354_CDS_240454_240785,,SERP
gene1139,tig00000358_CDS_128335_129007,,DNAH5
gene1140,tig00000358_CDS_136849_136991,,DERL1
gene1135,tig00000358_CDS_35984_37619,,COPG1
gene1137,tig00000358_CDS_79928_83071,,NIPBL
gene1143,tig00000359_CDS_103678_103941,,SUPT16H
gene1144,tig00000359_CDS_108915_109319,,PRMT7
gene1146,tig00000359_CDS_144021_144164,,UBE2V2
gene1147,tig00000359_CDS_150332_150559,,CYC1
gene1148,tig00000359_CDS_174176_174296,,TRAL
gene1152,tig00000359_CDS_289197_289664,,TMEM134
gene1158,tig00000360_CDS_132716_133095,,COPZ1
gene1166,tig00000363_CDS_101703_101823,,FERD3L
gene1161,tig00000363_CDS_16899_17263,,CHKOV1-1
gene1168,tig00000363_CDS_185611_186072,,KLC4
gene1169,tig00000363_CDS_192682_194241,,KANSL1
gene1160,tig00000363_CDS_2458_2853,,CHKOV1-2
gene1162,tig00000363_CDS_34709_35088,,CHKOV1-3
gene1163,tig00000363_CDS_41418_43041,,CHKOV1-4
gene1164,tig00000363_CDS_61671_62384,,CHKOV1-5
gene1175,tig00000364_CDS_120094_120501,,GDPGP1
gene1179,tig00000367_CDS_103784_104064,,MADD
gene1181,tig00000369_CDS_101483_101665,,CAB39L
gene1183,tig00000369_CDS_139707_140206,,AVL9
gene1184,tig00000369_CDS_155418_155553,,VPS4A
gene1185,tig00000369_CDS_182526_182649,,VAPA
gene1188,tig00000369_CDS_249560_250110,,ALKBH1
gene1189,tig00000370_CDS_53158_54534,,ZNF503
gene1194,tig00000377_CDS_12762_13082,,C16orf87
gene1193,tig00000377_CDS_9333_9720,,AARSD1
gene1199,tig00000378_CDS_105775_106227,,ALAD
gene1200,tig00000378_CDS_185668_186322,,SLC44A5
gene1195,tig00000378_CDS_44178_44497,,BRK
gene1196,tig00000378_CDS_75625_76047,,MED18
gene1205,tig00000384_CDS_197313_197705,,RPS16
gene1202,tig00000384_CDS_19839_20600,,MRPL15
gene1203,tig00000384_CDS_49420_49601,,CTDSPL
gene1210,tig00000395_CDS_136054_136509,,LRBA-1
gene1211,tig00000395_CDS_171337_171933,,LRBA-2
gene1212,tig00000395_CDS_204984_207702,,LRBA-3
gene1213,tig00000395_CDS_216948_217096,,LRBA-4
gene1216,tig00000396_CDS_108019_108884,,AXO-1
gene1217,tig00000396_CDS_169568_169860,,AXO-2
gene1214,tig00000396_CDS_47604_47721,,HDAC2
gene1215,tig00000396_CDS_89534_89735,,AXO-3
gene1220,tig00000397_CDS_100159_100329,,DHRS4
gene1221,tig00000397_CDS_100431_101153,,TP53RK
gene1224,tig00000397_CDS_122466_122789,,SPOPL
gene1227,tig00000397_CDS_248279_248536,,FAM49B
gene1230,tig00000398_CDS_200366_201496,,AMOTL1
gene1231,tig00000398_CDS_211623_211875,,TSTD3-1
gene1232,tig00000398_CDS_227600_227726,,TSTD3-2
gene1237,tig00000403_CDS_27842_28675,,MAK16
gene1238,tig00000403_CDS_53826_53948,,ERH
gene1251,tig00000406_CDS_106687_107199,,GSTD11
gene1252,tig00000406_CDS_111725_112234,,GSTD11
gene1244,tig00000406_CDS_34325_34685,,LMAN2
gene1247,tig00000406_CDS_63381_63699,,RFC3
gene1250,tig00000406_CDS_92750_93382,,GSTD6
gene1264,tig00000410_CDS_112576_113406,,TMEM135
gene1261,tig00000410_CDS_21772_21947,,NDUFS4
gene1267,tig00000411_CDS_244586_244900,,HOXB8
gene1266,tig00000411_CDS_88606_89242,,UBX
gene1270,tig00000416_CDS_22809_23457,,HSD17B4
gene1272,tig00000416_CDS_27852_28950,,GSTCD
gene1281,tig00000419_CDS_109858_110160,,ADOR-1
gene1283,tig00000419_CDS_206510_207619,,SLC52A3
gene1276,tig00000419_CDS_23319_24218,,ABCD3
gene1277,tig00000419_CDS_35158_36168,,CIAO1
gene1288,tig00000421_CDS_253113_254395,,TL
gene1289,tig00000421_CDS_267896_269176,,Tehao
gene1290,tig00000421_CDS_278493_279489,,IGF2R
gene1292,tig00000423_CDS_166487_166727,,RDL
gene1294,tig00000423_CDS_242599_242832,,RPL28
gene1295,tig00000423_CDS_293551_293862,,ABLIM3
gene1299,tig00000429_CDS_60231_61116,,F9
gene1300,tig00000430_CDS_104778_105104,,SPOPL
gene1301,tig00000430_CDS_126854_126974,,ZNRD1
gene1302,tig00000430_CDS_131114_132490,,POLR3C
gene1303,tig00000430_CDS_132956_133142,,TBC1D7
gene1305,tig00000430_CDS_193486_194868,,lap-2
gene1306,tig00000434_CDS_24750_24896,,AASS
gene1307,tig00000439_CDS_116520_116724,,IGSF9B
gene1308,tig00000439_CDS_133879_134628,,BCDIN3D
gene1318,tig00000441_CDS_104384_104692,,RPL15
gene1319,tig00000441_CDS_118368_119042,,FAM120B
gene1322,tig00000441_CDS_130368_130605,,ATP5G2
gene1324,tig00000441_CDS_166927_167349,,C19orf12
gene1317,tig00000441_CDS_75645_76193,,RAB39B
gene1330,tig00000443_CDS_138937_139322,,LMLN
gene1332,tig00000443_CDS_241603_242044,,SIRT2
gene1333,tig00000443_CDS_269003_270646,,EPRS
gene1334,tig00000443_CDS_288890_289822,,IMMT
gene1335,tig00000443_CDS_295699_296106,,TIMM17B
gene1337,tig00000443_CDS_310820_312601,,EXOSC10
gene1338,tig00000443_CDS_313767_314612,,EME1
gene1341,tig00000445_CDS_57724_57845,,CHIC2
gene1343,tig00000446_CDS_1206_1399,,DARS
gene1345,tig00000446_CDS_18627_20780,,ANAPC5
gene1347,tig00000446_CDS_77253_78068,,HIBADH
gene1348,tig00000446_CDS_78287_78469,,PDCD2
gene1361,tig00000447_CDS_174291_174559,,CLIPA10
gene1362,tig00000447_CDS_180767_180904,,SNRNP70
gene1364,tig00000449_CDS_165581_165692,,Cda4
gene1365,tig00000449_CDS_187534_188376,,WRNexo
gene1366,tig00000449_CDS_194288_194995,,LIPT2
gene1368,tig00000449_CDS_220175_221461,,IFRD1
gene1375,tig00000451_CDS_161765_162491,,PABPC4
gene1377,tig00000451_CDS_195230_195428,,VPS45
gene1379,tig00000451_CDS_219055_219504,,MTX1
gene1380,tig00000451_CDS_224784_224905,,MBD2
gene1381,tig00000451_CDS_228815_229031,,KDSR
gene1384,tig00000453_CDS_252198_252503,,SLC29A1
gene1390,tig00000454_CDS_182722_183021,,ALDH5A1
gene1387,tig00000454_CDS_36406_36989,,IDH2
gene1394,tig00000465_CDS_43858_47226,,GCN1L1
gene1396,tig00000465_CDS_97455_97747,,PSMB3
gene1410,tig00000481_CDS_162022_162646,,NUP160
gene1411,tig00000481_CDS_204420_205336,,MGAT1
gene1416,tig00000484_CDS_214893_215132,,PebIII
gene1420,tig00000485_CDS_100468_101451,,POLDIP3
gene1422,tig00000485_CDS_166334_167097,,PPIP5K2
gene1418,tig00000485_CDS_60844_61500,,ATG101
gene1423,tig00000486_CDS_84803_84912,,NDUFB2
gene1426,tig00000488_CDS_137784_138003,,PTPRZ1-1
gene1427,tig00000488_CDS_165461_166075,,PTPRZ1-2
gene1432,tig00000489_CDS_214073_214410,,ARID3A-1
gene1433,tig00000489_CDS_241944_242105,,ARID3A-2
gene1435,tig00000493_CDS_12549_13368,,HEXIM1
gene1438,tig00000493_CDS_142970_143287,,NUP98
gene1436,tig00000493_CDS_73991_75577,,INO80D
gene1444,tig00000494_CDS_113237_114543,,ARHGEF26
gene1448,tig00000494_CDS_221091_221741,,HEY1
gene1449,tig00000494_CDS_227136_227592,,PATL1
gene1450,tig00000497_CDS_59895_60695,,ZNF598
gene1457,tig00000503_CDS_18959_19241,,MKS1
gene1458,tig00000503_CDS_23424_23679,,RHBDL2
gene1460,tig00000503_CDS_66852_67067,,IK
gene1461,tig00000503_CDS_76295_76693,,PC
gene1464,tig00000506_CDS_35071_37787,,WDR62
gene1472,tig00000508_CDS_104465_105055,,MRPL-11
gene1473,tig00000508_CDS_118473_118651,,MED27
gene1475,tig00000508_CDS_185448_186461,,SUMF1
gene1467,tig00000508_CDS_2_661,,SPAST
gene1469,tig00000508_CDS_59501_59935,,ACY1-
gene1470,tig00000508_CDS_66679_67177,,ACY1-2
gene1471,tig00000508_CDS_97814_98509,,SPAST
